,ProfileName,Text
404153,linda,"['greasy', 'bottom', 'stained', 'also', 'didnt', 'taste', 'like', 'jalepnocheddar', 'tasted', 'like', 'baconbr', 'dont', 'waste', 'money']"
404251,linda,"['bone', 'must', 'really', 'taste', 'wonderful', 'dog', 'love', 'bone', 'ever', 'dog', 'stand', 'cry', 'treat', 'time']"
404297,jen,"['newman', 'organic', 'alphabet', 'cooky', 'chocolatey', 'crunchy', 'first', 'time', 'tried', 'hooked', 'child', 'also', 'think', 'fantastic', 'tried', 'organic', 'cooky', 'cooky', 'good', 'starting', 'point']"
404503,karen,"['bought', 'coffee', 'area', 'office', 'lady', 'love', 'perfect', 'cold', 'snowy']"
404511,gary peterson,"['wife', 'picked', 'canister', 'gerbers', 'graduate', 'crunchies', 'cheese', 'flavored', 'instant', 'oneyearold', 'always', 'sitting', 'around', 'house', 'get', 'whiney', 'crunchy', 'almost', 'always', 'catch', 'attention', 'love', 'thembr', 'shopping', 'around', 'find', 'crunchies', 'available', 'variety', 'flavor', 'always', 'greatly', 'preferred', 'cheese', 'variety', 'continued', 'purchase', 'found', 'cinnamon', 'maple', 'variety', 'decided', 'pick', 'canister', 'really', 'spot', 'begged', 'even', 'cheese', 'one', 'mmmmm', 'another', 'kind', 'around', 'addition', 'cheesy', 'onesbr', 'personally', 'dont', 'attraction', 'theyre', 'nice', 'lightcrunchy', 'practically', 'melt', 'mouth', 'taste', 'slightly', 'like', 'lightly', 'flavored', 'cinnamon', 'roll', 'slight', 'emphasis', 'cinnamon', 'choice', 'favor', 'cheese', 'varietybr', 'gary', 'peterson']"
404540,o brown ms o khannahbrown,"['dalfours', 'wonderful', 'certified', 'organic', 'earl', 'grey', 'made', 'handpicked', 'organic', 'ceylon', 'flavor', 'enhanced', 'natural', 'flavor', 'bergamot', 'orange', 'added', 'interest', 'made', 'experience', 'delightful', 'orange', 'flavor', 'subtle', 'overwhelming', 'left', 'drank', 'whole', 'time', 'much', 'longer', 'recommended', 'turn', 'tea', 'bitter', 'onebr', 'dalfour', 'french', 'firm', 'make', 'natural', 'tea', 'including', 'organic', 'information', 'site', 'beyond', 'basic', 'look', 'goodbr', 'earl', 'grey', 'tea', 'favorite', 'black', 'tea', 'also', 'missbr', 'highly', 'recommendedbr']"
404548,chris,"['product', 'fabulous', 'delivered', 'great', 'shape', 'purchasing', 'soon', 'well', 'additional', 'shipment', 'away', 'college', 'easy', 'right', 'home']"
404860,stephanie,"['ordered', 'wanted', 'picture', 'bamboo', 'plant', 'shape', 'heart', 'instead', 'different', 'bamboo', 'plant', 'settled', 'plant', 'still', 'gift', 'someone', 'else', 'didnt', 'want', 'thru', 'extremity', 'packing', 'back', 'returning', 'another', 'perfectly', 'good', 'plant']"
404881,c f hill cfh,"['fong', 'sriracha', 'chili', 'sauce', 'offered', 'every', 'chinese', 'vietnamese', 'restaurant', 'area', 'good', 'reason', 'unlike', 'sauce', 'great', 'chili', 'pepper', 'garlic', 'flavor', 'compliment', 'dish', 'like', 'particularly', 'good', 'pork', 'lomein', 'also', 'provides', 'good', 'amount', 'spicy', 'heat', 'hottest', 'sauce', 'borderline', 'several', 'friendbr', 'really', 'good', 'stuff', 'almost', 'always', 'keep', 'bottle', 'hand', 'liven', 'cooking', 'takeout', 'doesnt', 'enough', 'zing', 'also', 'great', 'spread', 'chicken', 'grilling', 'watch', 'smoke', 'opening', 'grill', 'like', 'spray', 'get', 'eyesbr', 'highly', 'recommendedbr']"
404899,c2,"['kinda', 'wish', 'liver', 'thing', 'thing', 'past', 'never', 'would', 'stuff', 'thought', 'since', 'like', 'grilled', 'variety', 'honestly', 'spit', 'stuff', 'floor', 'gave', 'nasty', 'look', 'yelled', 'changed', 'food', 'golly', 'plus', 'side', 'variety', 'provide', 'bunch', 'protein', 'overall', 'good', 'nutrition', 'regular', 'favorite', 'different', 'thrown', 'good', 'measure', 'maybe', 'cleaning', 'dried', 'beef', 'liver', 'drywall', 'recommend', 'nutritional', 'content', 'flavor', 'cat', 'request']"
404910,linda,"['easy', 'taste', 'great', 'highly', 'recommend', 'quick', 'drink', 'liqueur', 'make', 'different', 'drink']"
404973,jen,"['okay', 'doe', 'smell', 'kind', 'like', 'food', 'packaged', 'fish', 'think', 'food', 'guess', 'thats', 'huge', 'surprise', 'daughter', 'really', 'like', 'like', 'good', 'overall', 'give', 'seal', 'approval']"
405023,jen,"['used', 'huge', 'wild', 'salmon', 'protein', 'great', 'ingredient', 'ordered', 'another', 'pack', 'discovered', 'reformulated', 'completely', 'different', 'really', 'liquidy', 'impossible', 'unskilledcareless', 'selffeeder', 'much', 'left', 'spoon', 'time', 'get', 'mouth', 'okay', 'younger', 'baby', 'arent', 'selffeeding', 'though', 'also', 'protein', 'sure', 'le', 'salmon', 'anyway', 'menu', 'disappointed', 'lost', 'healthful', 'convenient', 'option']"
405276,linda,"['increasing', 'monthly', 'order', 'product', 'tried', 'iced', 'delicious', 'also', 'love']"
405294,laura,"['ordered', 'grove', 'square', 'kcups', 'cappuccino', 'variety', 'keurig', 'brewer', 'kcup', 'coffee', 'purchased', 'expected', 'filled', 'coffee', 'keurig', 'brew', 'unfortunately', 'filled', 'instant', 'coffee', 'flavored', 'creamer', 'sweetners', 'taste', 'horrible', 'pitching', 'rest', 'even', 'worth', 'donating', 'church', 'wanted', 'sanka', 'would', 'purchased', 'expensive', 'coffee', 'brewer', 'microwave', 'would', 'good', 'enough', 'want', 'freshly', 'brewed', 'coffee', 'product', 'description', 'disclose', 'fact', 'fake', 'coffee', 'real', 'freshly', 'brewed', 'coffee', 'want', 'keurig', 'brewer', 'product']"
405338,mike,"['received', 'cappuccino', 'cup', 'grove', 'square', 'mailer', 'even', 'original', 'unable', 'nutrional', 'value', 'three', 'type', 'coffee', 'super', 'sweet', 'disappointed', 'stuck', '4500', 'kcups']"
405403,steve,"['love', 'cappuccino', 'live', 'canada', 'able', 'much', 'longer']"
405546,sarah,"['shipped', 'fast', 'tasted', 'great', 'could', 'without', 'hydrogenated', 'oil', 'capps', 'seem', 'looking', 'flavor']"
405948,gary peterson,"['noon', 'lunch', 'mcdougalls', 'garden', 'vegetable', 'soup', 'lower', 'sodium', 'variety', 'quite', 'good', 'contained', 'serving', 'calorie', 'eachi', 'consumed', 'serving', 'plus', 'course', 'sodium', 'good', 'tasting', 'soup', 'together', 'couple', 'item', 'made', 'good', 'nutritious', 'lunchbr', 'like', 'find', 'item', 'like', 'store', 'pantry', 'good', 'meal', 'prepared', 'time', 'plus', 'worry', 'proper', 'nutrition', 'many', 'thing', 'store', 'high', 'salt', 'sugar', 'good', 'item', 'also', 'enjoyed', 'lentil', 'soup', 'probably', 'test', 'kind', 'wouldnt', 'think', 'good', 'soup', 'would', 'come', 'boxbr', 'gary', 'peterson']"
405956,jessica,"['cant', 'find', 'store', 'since', 'left', 'option', 'work', 'well', 'theyre', 'sweet', 'worst', 'thing', 'basically', 'sugar', 'peanut', 'love']"
405968,lynrie oh hell no,"['shipper', 'pristine', 'individual', 'box', 'product', 'enclosed', 'within', 'green', 'plastic', 'wrap', 'looked', 'like', 'theyd', 'massaged', 'sumo', 'wrestler', 'even', 'packed', 'shipment', 'kid', 'teenager', 'roll', 'punch', 'taco', 'dipper', 'taco', 'salad', 'bowl', 'splintered', 'shell', 'arrived', 'however', 'gotta', 'perfect', 'phase', 'busted', 'mess', 'totally', 'unacceptable', 'even', 'le', 'buck', 'boxbr', 'know', 'good', 'recipe', 'taco', 'shell', 'splintersbr', 'update', 'splintered', 'taco', 'shell', 'arent', 'smothered', 'salad', 'dressing', 'found', 'shell', 'stale', 'even', 'though', 'best', 'used', 'date', 'october', '2010hello', 'customer', 'service']"
406013,jessica,"['ordered', 'alternative', 'timothy', 'chai', 'like', 'flavor', 'much', 'prefer', 'chai', 'made', 'black', 'green', 'like', 'green', 'teayou', 'probably', 'enjoy', 'brand', 'prefer', 'black', 'teai', 'recommend', 'passing', 'product']"
406126,steve,"['cant', 'seem', 'make', 'strong', 'coffee', 'pod', 'even', 'using', 'pod', 'perfectly', 'think', 'problem', 'pod', 'packed', 'tightly', 'filter', 'paper', 'doe', 'allow', 'adequate', 'water', 'flow', 'seem', 'swell', 'ball', 'shape', 'water', 'flow', 'around', 'extracting', 'coffee', 'going', 'engineer', 'update', 'review']"
406147,gary peterson,"['izze', 'sodasfruit', 'juice', 'quite', 'good', 'theyre', 'expensive', 'standard', 'fruit', 'soda', 'shame', 'fruit', 'juice', 'shouldnt', 'even', 'compared', 'conventional', 'fruitflavored', 'soda', 'tried', 'first', 'blackberry', 'present', 'pomegranate', 'personally', 'like', 'blackberry', 'slight', 'better', 'pomegranate', 'outstanding', 'tart', 'like', 'sicklysweet', 'soda', 'taste', 'good', 'nowhere', 'near', 'taste', 'pure', 'pomegranate', 'juice', 'thats', 'okay', 'nice', 'refreshing', 'drink', 'little', 'bite', 'added', 'sugar', 'stuff', 'excellent', 'think', 'flavor', 'trybr', 'gary', 'peterson']"
406149,o brown ms o khannahbrown,"['izze', 'pomegranate', 'sparkling', 'soda', 'isnt', 'exactly', 'soda', 'isnt', 'really', 'juiceits', 'healthy', 'alternative', 'drink', 'thats', 'combination', 'come', 'small', 'bottle', 'much', 'preferbr', 'pomegranate', 'juice', 'sour', 'tasty', 'sweeter', 'mostactually', 'taste', 'like', 'real', 'pomegranate', 'piece', 'aril', 'doperfect', 'sparkling', 'juice', 'sweetened', 'real', 'fruit', 'contains', 'sparkling', 'water', 'mixture', 'many', 'different', 'type', 'fruit', 'juice', 'concentrate', 'sweetenersno', 'sugar', 'sugar', 'substitutesyaybr', 'highly', 'recommendedbr']"
406186,john,"['tried', 'nature', 'valley', 'crunchy', 'granola', 'bar', 'favorite', 'next', 'favorite', 'peanut', 'butter']"
406190,mike,"['granola', 'bar', 'great', 'especially', 'chocaolic', 'like', 'odering', 'today']"
406298,gary peterson,"['little', 'item', 'picked', 'nearby', 'fresh', 'easy', 'store', 'british', 'company', 'imported', 'item', 'looking', 'import', 'found', 'heinz', 'spaghetti', 'tomato', 'sauce', 'would', 'anyone', 'import', 'mundane', 'item', 'canned', 'spaghetti', 'england', 'well', 'response', 'must', 'good', 'tried', 'used', 'eating', 'canned', 'spaghetti', 'cant', 'recall', 'since', 'povertystricken', 'graduate', 'school', 'day', 'case', 'curious', 'excellent', 'best', 'canned', 'spaghetti', 'ever', 'recall', 'eating', 'wonder', 'import', 'cant', 'stuff', 'good', 'american', 'brand', 'least', 'aware', 'would', 'displace', 'regularly', 'prepared', 'spaghetti', 'diet', 'canned', 'spaghetti', 'really', 'goodbr', 'gary', 'peterson']"
406603,amanda,"['packaging', 'correct', 'food', 'item', 'gummy', 'bear', 'stuck', 'together', 'onto', 'side', 'gross', 'cooked', 'almost', 'hott', 'gross', 'going', 'gummy', 'bear', 'worth', 'money', 'normal', 'gummy', 'bear']"
406626,laura,"['excited', 'find', 'tiny', 'training', 'treat', 'month', 'silky', 'terrier', 'arrived', 'contain', 'propylene', 'glycol', 'toxin', 'found', 'antifreeze', 'lowquality', 'food', 'returning', 'item', 'continue', 'zukes', 'mini', 'treat', 'smaller', 'piece', 'training']"
406736,david,"['bought', 'reading', 'fine', 'review', 'looking', 'morning', 'thunder', 'caffeine', 'yerba', 'mate', 'box', 'thunder', 'bengal', 'bengal', 'favorite', 'interesting', 'black', 'pepper', 'mix', 'flavor', 'definitely', 'huge', 'factor', 'never', 'really', 'sweet', 'start', 'work', 'caffeine']"
406802,c f hill cfh,"['kitchen', 'india', 'mild', 'chili', 'pepper', 'curry', 'authentic', 'indian', 'dish', 'great', 'flavor', 'enough', 'spicy', 'heat', 'make', 'interesting', 'fortunate', 'indian', 'friend', 'occasionally', 'invite', 'dinner', 'since', 'cant', 'always', 'count', 'invitation', 'whenever', 'craving', 'come', 'premade', 'packet', 'reasonable', 'substitute', 'observationsbr', 'pro', 'good', 'flavor', 'noted', 'taste', 'good', 'people', 'like', 'indian', 'food', 'mother', 'hate', 'itbr', 'mildly', 'spicy', 'rate', 'medium', 'spicy', 'scale', 'might', 'much', 'heat', 'since', 'stay', 'youbr', 'carb', '225g', 'total', 'carbs', 'dietary', 'fiber', 'carbs', 'packet', 'serving', 'size', 'info', 'misc', 'belowbr', 'con', 'pictured', 'picture', 'packaging', 'show', 'nice', 'whole', 'pepper', 'actually', 'saucebr', 'oily', 'rise', 'cooking', 'skim', 'offbr', 'high', 'calorie', 'packet', 'calorie', 'trans', 'fatsbr', 'misc', 'serving', 'size', 'package', 'say', 'packet', 'find', 'packet', 'served', 'rice', 'bread', 'enough', 'family', 'fourbr', 'filling', 'heavy', 'sauce', 'based', 'dishbr', 'really', 'standalone', 'meal', 'good', 'entree', 'used', 'main', 'course', 'recently', 'found', 'also', 'made', 'interesting', 'topping', 'dogsbr', 'highly', 'recommendedbr']"
406830,mike,"['sitting', 'imagining', 'food', 'product', 'made', 'hand', 'batch', 'batch', 'basis', 'whatever', 'hand', 'momentbr', 'well', 'batch', 'received', 'past', 'week', 'must', 'extraordinarily', 'terrible', 'texture', 'gritty', 'unpleasant', 'tongue', 'flavor', 'much', 'sour', 'mixed', 'slight', 'hint', 'putridity', 'cannot', 'endorse', 'product', 'doe', 'represent', 'kind', 'quality', 'indian', 'cooking', 'used']"
406932,jen,"['everythings', 'cooked', 'love', 'chewy', 'texture', 'bran', 'add', 'good', 'thick', 'consistency', 'great', 'starter', 'indeed']"
407027,rebecca of amazon the rebecca review,"['recipe', 'using', 'delicious', 'asparagus', 'spearsi', 'normally', 'right', 'deliciousbr', 'asparagus', 'cheese', 'bitesbr', 'tasty', 'miniature', 'quiche', 'everyones', 'goodbr', 'gracesespecially', 'surprise', 'someone', 'breakfast', 'quiche', 'retain', 'heat', 'cool', 'five', 'minute', 'servingbr', 'slice', 'oldfashioned', 'white', 'breadbr', 'butter', 'softenedbr', '15ounce', 'asparagus', 'spear', 'drained', 'upbr', 'shredded', 'medium', 'cheddar', 'cheesebr', 'cup', 'fatfree', 'milk', 'bread', 'freshbr', 'large', 'eggsbr', 'teaspoon', 'saltbr', 'teaspoon', 'ground', 'nutmegbr', 'teaspoon', 'ground', 'black', 'pepperbr', 'preheat', 'oven', '350br', 'stack', 'slice', 'bread', 'sharp', 'knife', 'trim', 'thebr', 'crust', 'butter', 'side', 'slicebr', '12cup', 'muffin', 'gently', 'press', 'breadbr', 'slice', 'buttered', 'side', 'muffin', 'cupsbr', 'slice', 'equal', 'amount', 'asparagus', 'andbr', 'sprinkle', 'cheesebr', 'medium', 'bowl', 'beat', 'milk', 'egg', 'salt', 'nutmeg', 'andbr', 'pepper', 'smooth', 'ladle', 'filled', 'bread', 'cup', 'bakebr', '2535', 'minute', 'completely', 'setbr', 'make', 'little', 'quichesbr', 'rebecca', 'review']"
407153,rebecca of amazon the rebecca review,"['looking', 'quick', 'breakfast', 'tasty', 'snack', 'cant', 'wrong', 'whenever', 'raisin', 'walnut', 'spice', 'bar', 'fairly', 'small', 'size', 'palm', 'taste', 'like', 'moist', 'oatmeal', 'cookie', 'interesting', 'flavor', 'walnut', 'fresh', 'crunchy', 'raisin', 'little', 'sweetness', 'bar', 'interesting', 'ingredient', 'like', 'coconut', 'sugar', 'chia', 'seed', 'organic', 'agave', 'bar', 'good', 'gobr', 'rebecca', 'review']"
407329,linda,"['bought', 'stuff', 'reading', 'review', 'normally', 'dont', 'waste', 'money', 'store', 'bought', 'jerky', 'since', 'quality', 'poor', 'decided', 'give', 'mistake', 'although', 'come', 'separate', 'sealed', 'opening', 'started', 'turning', 'rancid', 'within', 'first', 'week', 'couldnt', 'find', 'expiration', 'date', 'dont', 'know', 'purchased', 'close', 'expiration', 'date', 'tasted', 'fine', 'first', 'opened', 'went', 'fastbr', 'wouldnt', 'waste', 'money']"
407345,gary peterson,"['shopping', 'nearby', 'costco', 'store', 'noticed', 'display', 'cupcake', 'vineyard', 'velvet', '2011', 'california', 'table', 'wine', 'curious', 'first', 'time', 'seen', 'brand', 'shopping', 'cart', 'bottle', 'went', 'sometimes', 'enjoy', 'nonpretentious', 'table', 'wine', 'often', 'quite', 'good', 'delightful', 'surprise', 'good', 'tasting', 'quite', 'mellow', 'young', 'wine', 'real', 'bargain', 'definitely', 'returnbr', 'gary', 'peterson']"
407386,chris,"['first', 'drinking', 'decided', 'purchase', 'order', 'sample', 'different', 'type', 'ahmad', 'offered', 'little', 'exposure', 'good', 'slight', 'bitter', 'aftertaste', 'thought', 'common', 'sampler', 'pack', 'leaf', 'came', 'leaf', 'bitter', 'taste', 'smooth', 'drink', 'ahmad', 'tea', 'dont', 'leaf', 'remaining', 'decent', 'compared', 'higher', 'quality', 'tea']"
407656,karen,"['little', 'poodle', 'digestive', 'problem', 'month', 'didnt', 'want', 'food', 'wanted', 'cooked', 'chicken', 'breast', 'thats', 'least', 'food', 'himbr', 'happened', 'find', 'newman', 'canned', 'chicken', 'food', 'absolutely', 'inhaled', 'find', 'irresistible', 'thankful', 'food', 'market', 'look', 'smell', 'like', 'cooked', 'chicken', 'like', 'helped', 'back', 'track', 'nutritionally', 'like']"
407766,sarah,"['drinking', 'since', 'young', 'english', 'mother', 'bitter', 'ever', 'tasted', 'threw', 'whole', 'case', 'away', 'wanted', 'went', 'back', 'tetley']"
408228,lisa,"['would', 'think', 'coming', 'name', 'american', 'kennel', 'club', 'would', 'made', 'made', 'china', 'chicken', 'jerky', 'deadly', 'animal']"
408234,david,"['huge', 'difference', 'taste', 'snow', 'clam', 'chowder', 'style', 'recently', 'come', 'good', 'contacted', 'snow', 'insist', 'product', 'obviously', 'dont']"
408594,lynrie oh hell no,"['hodgson', 'mill', 'honey', 'wheat', 'bread', 'automatic', 'breadmaker', 'make', 'yummy', 'tasty', 'loaf', 'without', 'drudgery', 'recall', 'grandmother', 'homemade', 'bread', 'even', 'contains', 'yeast', 'packet', 'need', 'warm', 'water', 'butter', 'order', 'breadmaker', 'requires', 'voila', 'hour', 'later', 'hearty', 'loaf', 'bread', 'waiting', 'smell', 'fresh', 'baking', 'bread', 'warm', 'bread', 'butter', 'still', 'weakness', 'good', 'make', 'least', 'loaf', 'week', 'waiting', 'next', 'amazon', 'order', 'containing', 'hodgson', 'mill', 'white', 'bread', 'mixbr', 'backstory', 'automatic', 'breadmaker', 'yard', 'sale', 'purchase', 'whopping', 'seller', 'couldnt', 'hang', 'motherinlaw', 'gift', 'wasnt', 'used', 'much', 'like', 'didnt', 'instruction', 'manual', 'scoured', 'internet', 'couldnt', 'find', 'instructionrecipe', 'booklet', 'find', 'many', 'bread', 'recipe', 'helpful', 'hint', 'raf', 'hodgson', 'mill', 'bread', 'mix', 'course', 'amazon', 'carry', 'hodgson', 'mill', 'customer', 'review', 'helped', 'take', 'plungeglad', 'didbr', 'update', 'made', 'hodgson', 'mill', 'white', 'bread', 'open', 'face', 'leftover', 'thanksgiving', 'turkey', 'sandwichesdidnt', 'happen', 'inviting', 'smell', 'baked', 'everyone', 'looking', 'timer', 'anticipating', 'breadfest', 'basicrapid', 'setting', 'yielded', 'tall', 'yeasty', 'loaf', 'like', 'dinner', 'roll', 'yearning', 'slathering', 'butter', 'eaten', 'turkey', 'oven', 'make', 'loaf', 'turkey', 'leftover', 'yard', 'sale', 'panasonic', 'sdbt55p', 'automatic', 'breadmaker', 'become', 'family', 'favorite', 'hodgson', 'mill', 'bread', 'mix', 'secret', 'yumfests']"
408693,rebecca of amazon the rebecca review,"['wish', 'found', 'earlier', 'holiday', 'season', 'actually', 'great', 'year', 'round', 'caffeinated', 'drink', 'night', 'fire', 'ingredient', 'interesting', 'include', 'organic', 'rooibos', 'organic', 'ginger', 'organic', 'nutmeg', 'organic', 'licorice', 'root', 'organic', 'chicory', 'root', 'cinnamon', 'flavor', 'caramel', 'flavor', 'drink', 'tablespoon', 'powdered', 'milk', 'packet', 'stevia', 'also', 'fair', 'trade', 'certified', 'zhenas', 'gypsy', 'continues', 'amaze', 'creative', 'company', 'product', 'high', 'quality', 'like', 'chai', 'love', 'even', 'little', 'exoticbr', 'rebecca', 'review']"
408770,c2,"['wonder', 'keebler', 'first', 'started', 'making', 'seems', 'like', 'forever', 'remember', 'eating', 'small', 'believe', 'long', 'time', 'chocolate', 'shortbread', 'cooky', 'tends', 'semisweet', 'side', 'towards', 'sweet', 'side', 'stomach', 'problem', 'aggravated', 'chocolate', 'might', 'want', 'skip', 'eaten', 'slowly', 'keep', 'mind', 'always', 'passed', 'boy', 'keep', 'mind', 'youre', 'product', 'boy', 'anything', 'isnt', 'nailed', 'overlooked', 'well', 'kind', 'idea']"
408854,rebecca of amazon the rebecca review,"['grocery', 'store', 'saturated', 'product', 'high', 'sugar', 'frankly', 'become', 'weary', 'reading', 'label', 'started', 'organic', 'product', 'find', 'many', 'meet', 'exceed', 'expectation', 'flavor', 'qualitybr', 'nature', 'path', 'organic', 'blueberry', 'toaster', 'pastry', 'made', 'organic', 'wheat', 'flour', 'absolutely', 'delicious', 'heat', 'fast', 'toaster', 'breakfast', 'convenient', 'snack', 'better', 'cookiesbr', 'rebecca', 'review']"
408875,rebecca of amazon the rebecca review,"['grocery', 'store', 'saturated', 'product', 'high', 'sugar', 'frankly', 'become', 'weary', 'reading', 'label', 'started', 'organic', 'product', 'find', 'many', 'meet', 'exceed', 'expectation', 'flavor', 'qualitybr', 'nature', 'path', 'organic', 'apple', 'cinnamon', 'toaster', 'pastry', 'taste', 'slightly', 'healthy', 'remind', 'nutmeg', 'cooky', 'make', 'also', 'made', 'wholewheat', 'flourbr', 'ingredient', 'organic', 'apple', 'cinnamon', 'filling', 'organic', 'evaporated', 'cane', 'juice', 'organic', 'apple', 'juice', 'concentrate', 'water', 'organic', 'evaporated', 'apple', 'vegetable', 'glycerin', 'organic', 'apple', 'powder', 'organic', 'corn', 'startch', 'organic', 'cinnamon', 'locust', 'bean', 'organic', 'wholewheat', 'flour', 'organic', 'white', 'flour', 'water', 'organic', 'evaporated', 'cane', 'juice', 'organic', 'palm', 'powdered', 'organic', 'eveaporated', 'cane', 'juice', 'organic', 'invert', 'syrup', 'salt', 'leavening', 'natural', 'flavor', 'agar', 'tocopherol', 'freshnessbr', 'unfortunately', 'contain', 'palm', 'although', 'dont', 'seem', 'allergic', 'organic', 'palm', 'make', 'wonder', 'really', 'allergic', 'additional', 'element', 'nonorganic', 'palm', 'kernel', 'could', 'simply', 'nonhydrogenated', 'version', 'could', 'bebr', 'pastry', 'caloriesbr', 'calorie', 'fatbr', 'heat', 'fast', 'toaster', 'convenient', 'snackbr', 'rebecca', 'review']"
408897,amanda,"['tasty', 'indeed', 'flavor', 'taste', 'natural', 'fresh', 'better', 'expected', 'texture', 'good', 'young', 'real', 'sweet', 'tooth', 'great', 'treat', 'fact', 'whole', 'family', 'enjoys', 'husband', 'died', 'ordered', 'case', 'tart', 'pleasantly', 'surprised', 'taste', 'healthful', 'ingredient', 'definitely', 'keep', 'shopping', 'list', 'recommend', 'anyone', 'especially', 'family', 'child', 'want', 'quick', 'tasty', 'snack', 'thats', 'little', 'piece', 'toast', 'wholesome', 'donut', 'cooky']"
409197,anonymous,"['beautiful', 'wonderful', 'kitty', 'sensitive', 'stomach', 'nightmare', 'finding', 'right', 'food', 'happy', 'something', 'filler', 'something', 'better', 'quality', 'food', 'pet', 'healthlife', 'important', 'higher', 'priced', 'food', 'used', 'problem', 'since', 'switching', 'food', 'problem', 'litter', 'hair', 'ball', 'month', 'finally', 'healthy', 'along', 'brother', 'small', 'grew', 'nourishment', 'would', 'highly', 'suggest', 'brand', 'natural', 'food', 'thing', 'little', 'girl', 'tolerate', 'besides', 'human', 'baby', 'food', 'chicken', 'flavor', 'together', 'know', 'nutrient', 'need', 'dont', 'gorge', 'ever', 'resulting', 'happier', 'life', 'intestinal', 'upset']"
409302,steve,"['huge', 'container', 'smoked', 'paprika', 'cheap', 'stuff', 'store', 'easily', 'cost', 'double', 'price', 'quarter', 'size', 'smokey', 'delicious', 'make', 'egg', 'taste', 'like', 'bacon', 'delicious']"
409307,o brown ms o khannahbrown,"['tazos', 'passion', 'herbal', 'infusion', 'somewhat', 'tart', 'deep', 'flavorful', 'hibiscusy', 'tasting', 'berrylike', 'taste', 'although', 'color', 'difficult', 'describe', 'hibiscus', 'taste', 'like', 'find', 'pleasant', 'taste', 'husband', 'say', 'taste', 'like', 'pomegranate', 'although', 'passion', 'contains', 'licorice', 'root', 'sweetbr', 'ingredient', 'passion', 'hibiscus', 'flower', 'natural', 'tropical', 'flavor', 'citric', 'acid', 'orange', 'peel', 'licorice', 'root', 'cinnamon', 'bark', 'rose', 'hip', 'lemongrass', 'poppy', 'caffeinefreebr', 'tazo', 'interesting', 'company', 'make', 'super', 'premium', 'tea', 'socially', 'responsible', 'based', 'portland', 'motto', 'reincarnation', 'tazo', 'owned', 'starbucks', 'site', 'quirky', 'zentype', 'focus', 'definitely', 'worth', 'checking', 'unclear', 'though', 'site', 'many', 'ingredient', 'organic', 'kosher', 'natural', 'flavor', 'teasthis', 'wording', 'seems', 'little', 'vague', 'super', 'premium', 'teabr', 'paper', 'packet', 'tazo', 'writes', 'tantalizing', 'deep', 'made', 'hibiscus', 'flower', 'exotic', 'herb', 'natural', 'tropical', 'flavor', 'site', 'tazo', 'describes', 'flavor', 'profile', 'passion', 'berry', 'juicy', 'winelike', 'merlot', 'sweet', 'earthy', 'dense', 'tazo', 'describes', 'aroma', 'sweet', 'juicy', 'fruitsbr', 'would', 'rate', 'tazo', 'general', 'goodbetter', 'premium', 'tea', 'like', 'stash', 'celestial', 'seasoningsbut', 'good', 'tea', 'numi', 'tazo', 'passion', 'get', 'four', 'starsbr']"
409308,rebecca of amazon the rebecca review,"['researcher', 'taiwan', 'found', 'extract', 'hibiscus', 'flower', 'contains', 'healthgiving', 'compound', 'wine', 'many', 'folk', 'medicine', 'tradition', 'hibiscus', 'flower', 'treat', 'high', 'blood', 'pressure', 'liver', 'problem', 'susan', 'aldridge', 'medical', 'journalistbr', 'happening', 'upon', 'idea', 'blending', 'brewed', 'cooled', 'passion', 'herbal', 'infusion', 'orange', 'juice', 'found', 'lovely', 'tazo', 'iced', 'collection', 'recipe', 'passion', 'lemonade', 'passion', 'smoothie', 'happy', 'blend', 'orange', 'juice', 'packet', 'stevia', 'cooled', 'brewed', 'passion', 'taste', 'surprisingly', 'goodbr', 'ingredient', 'hibiscus', 'flower', 'natural', 'tropical', 'flavor', 'citric', 'acid', 'orange', 'peel', 'licorice', 'root', 'cinnamon', 'bark', 'rose', 'hip', 'lemongrass', 'poppybr', 'deep', 'purplered', 'color', 'hibiscus', 'fragrance', 'enough', 'make', 'anyone', 'passionate', 'really', 'look', 'like', 'really', 'herbal', 'infusion', 'made', 'steeping', 'hibiscus', 'flower', 'orange', 'peel', 'licorice', 'cinnamon', 'rose', 'hip', 'lemongrass', 'poppy', 'swirling', 'waterbr', 'flavor', 'slightly', 'reminiscent', 'apple', 'cider', 'cranberry', 'juice', 'leaf', 'tingle', 'tongue', 'think', 'go', 'well', 'spoonful', 'honeybr', 'think', 'need', 'bag', 'experience', 'fully', 'intoxicate', 'sens', 'experience', 'magic', 'ingredientsbr', 'caffeine', 'free', 'since', 'scent', 'orange', 'reduces', 'anxiety', 'hibiscus', 'blossom', 'said', 'lower', 'blood', 'pressure', 'wonderful', 'calming', 'blendbr', 'note', 'many', 'healthherb', 'book', 'hibiscus', 'flower', 'recommended', 'pregnancy', 'please', 'consult', 'doctor', 'drinking', 'herbal', 'teasbr', 'rebecca', 'review']"
